Date,Open,High,Low,Close,Adj Close,Volume
12-11-2020,1856.050049,1868.449951,1835,1850.949951,1823.133423,117084
13-11-2020,1858.349976,1887,1848,1874.699951,1846.526489,113407
14-11-2020,1892,1898.550049,1868.199951,1896.349976,1867.851196,13209
17-11-2020,1893,1920.300049,1893,1912.099976,1883.364624,158739
18-11-2020,1920,1938,1890,1900.949951,1872.381958,50410
19-11-2020,1898.800049,1914,1862.949951,1887.349976,1858.98645,348877
20-11-2020,1899.949951,1925,1887,1918.75,1889.914551,72736
23-11-2020,1939,1944,1915.050049,1939.449951,1910.303345,90518
24-11-2020,1942,1964,1916.199951,1953.199951,1923.846802,236425
25-11-2020,1960,1964.349976,1908.349976,1929.949951,1900.946289,214287
26-11-2020,1939.550049,1940.949951,1890,1898.599976,1870.067383,66721
27-11-2020,1899,2067.949951,1898.599976,2029.949951,1999.443359,480009
01-12-2020,2051.800049,2085,2024.449951,2064.100098,2033.080322,153893
02-12-2020,2060,2106.949951,2051,2098.100098,2066.569336,208659
03-12-2020,2110,2110,2063.800049,2090.300049,2058.886475,87697
04-12-2020,2100,2235,2094.699951,2165.649902,2133.104004,208615
07-12-2020,2160.649902,2199.899902,2104,2131.100098,2099.073486,70016
08-12-2020,2110,2142.800049,2064.449951,2072.199951,2041.05835,71436
09-12-2020,2066,2097.850098,2015,2040.800049,2010.130493,56737
10-12-2020,2035,2038,1970.5,1978.449951,1948.717407,116601
11-12-2020,1988.25,2016.099976,1929.199951,1948.800049,1919.513062,124322
14-12-2020,1950,1970,1921.050049,1936.599976,1907.496338,110735
15-12-2020,1930.050049,1949,1908.5,1937.349976,1908.234985,162287
16-12-2020,1937.349976,1969,1921,1940.550049,1911.386963,228322
17-12-2020,1944,1957.849976,1925,1931.75,1902.719116,61150
18-12-2020,1931.75,1941.300049,1854.5,1882,1853.716797,155672
21-12-2020,1867.550049,1930,1850,1913.25,1884.497192,240620
22-12-2020,1910,1910,1855,1878.849976,1850.614136,287728
23-12-2020,1888,1946,1885.449951,1935.25,1906.166626,404358
24-12-2020,1945,1980,1902,1913.199951,1884.447876,57326
28-12-2020,1913.199951,1932.099976,1896.050049,1905.800049,1877.159302,93630
29-12-2020,1909.050049,1937.300049,1900.25,1910.75,1882.034668,119687
30-12-2020,1915,1964.849976,1904.650024,1942.050049,1912.864502,113439
31-12-2020,1949.949951,1971,1890,1916.800049,1887.993896,81577
01-01-2021,1922,1928.75,1906.050049,1923.25,1894.346924,58378
04-01-2021,1934,2003.800049,1928,1962.349976,1932.859375,147291
05-01-2021,1968.349976,2116.75,1950,2095.600098,2064.106934,195124
06-01-2021,2100,2210,2050,2186.75,2153.886963,183987
07-01-2021,2177,2385.399902,2177,2297.300049,2262.775635,474092
08-01-2021,2309.75,2358.949951,2205,2252.300049,2218.451904,177116
11-01-2021,2252.300049,2260,2201.050049,2226.25,2192.793457,137981
12-01-2021,2226.25,2260,2170,2196.25,2163.244141,146657
13-01-2021,2224.949951,2292.899902,2210,2240.300049,2206.632324,106267
14-01-2021,2254.699951,2268,2175.300049,2205.100098,2171.961182,31570
15-01-2021,2210,2231.350098,2178.350098,2198.050049,2165.017334,39567
18-01-2021,2196,2197,2125.550049,2155.100098,2122.712891,43514
19-01-2021,2171.699951,2175.149902,2106.949951,2164.100098,2131.577393,56746
20-01-2021,2173.850098,2173.850098,2120.449951,2136.600098,2104.490967,36419
21-01-2021,2149.300049,2219.949951,2145.050049,2171.149902,2138.52124,82925
22-01-2021,2189.850098,2210,2083.25,2100.050049,2068.489746,266436
25-01-2021,2124.399902,2180,2110,2122.199951,2090.307129,50487
27-01-2021,2145,2203,2112.399902,2138,2105.869385,94853
28-01-2021,2120,2139.899902,2081.199951,2108.800049,2077.108398,24212
29-01-2021,2130,2150,2041.349976,2130.899902,2098.876221,60745
01-02-2021,2145,2198,2090.100098,2164.600098,2132.069824,234566
02-02-2021,2181,2321.699951,2180.050049,2268.449951,2234.359131,386079
03-02-2021,2283.600098,2312.75,2226,2247.399902,2213.625488,105683
04-02-2021,2265.350098,2319.050049,2234,2276.050049,2241.844971,218156
05-02-2021,2297.5,2299,2225,2238.100098,2204.465332,131481
08-02-2021,2290,2365,2255,2308.050049,2273.364258,386144
09-02-2021,2324.899902,2345,2250.550049,2266.699951,2232.635498,91190
10-02-2021,2303,2428,2299.949951,2385.600098,2349.748779,413421
11-02-2021,2386,2449,2383.850098,2419.649902,2383.286865,152293
12-02-2021,2402,2902.800049,2402,2707.149902,2666.466309,519636
15-02-2021,2720,2915,2640.25,2773.600098,2731.917725,578512
16-02-2021,2770,2819.949951,2680.5,2695.550049,2655.040771,167055
17-02-2021,2700,2784.300049,2700,2751,2709.657227,95352
18-02-2021,2769,2769,2661,2687.199951,2646.815918,62234
19-02-2021,2690,2726.5,2570,2610.199951,2570.973389,239781
22-02-2021,2648.800049,2729.050049,2625.300049,2705.75,2665.087158,113588
23-02-2021,2706,2733.050049,2653.75,2657.399902,2617.463867,35269
24-02-2021,2679.949951,2680.350098,2604.399902,2629,2589.490723,21548
25-02-2021,2645,2689.300049,2581,2621.550049,2582.152588,70717
26-02-2021,2610,2709,2572.100098,2688.100098,2647.702637,59998
01-03-2021,2688.100098,2781.550049,2621.550049,2660.649902,2620.665039,179578
02-03-2021,2684.149902,2684.149902,2622,2631,2591.460938,50478
03-03-2021,2640,2730,2640,2695.300049,2654.794434,167699
04-03-2021,2674.899902,2813.899902,2667.300049,2776.699951,2734.970947,151355
05-03-2021,2776.699951,2812.5,2709.050049,2735.25,2694.144043,54742
08-03-2021,2750,2777,2700.199951,2742.949951,2701.728027,90714
09-03-2021,2740,2899.899902,2729,2877.75,2834.502441,219676
10-03-2021,2890,3025,2865.100098,2898.350098,2854.792969,172330
12-03-2021,2927.5,2952.649902,2876.050049,2924.75,2880.796143,113785
15-03-2021,2937,2990,2838.649902,2953.199951,2908.818359,61955
16-03-2021,2960,2960,2841,2849.100098,2806.283203,48878
17-03-2021,2850,2910,2764.399902,2862.050049,2819.038574,59961
18-03-2021,2879.899902,2899.899902,2760,2772.199951,2730.538574,54856
19-03-2021,2765,2794,2635.25,2744.550049,2703.304199,119049
22-03-2021,2772.850098,2875,2760,2796.350098,2754.325928,27995
23-03-2021,2808,2879.5,2781.050049,2867.5,2824.406494,18066
24-03-2021,2870,2888,2755,2762.800049,2721.280029,18905
25-03-2021,2765.600098,2928.600098,2703.649902,2777.550049,2735.80835,17505
26-03-2021,2780.850098,2854.850098,2780.850098,2806.300049,2764.126221,6722
30-03-2021,2813,2950,2813,2903.100098,2859.471436,31695
31-03-2021,2929.899902,2948.850098,2865,2897.25,2853.709473,21262
01-04-2021,2870,2970,2870,2919.600098,2875.723877,29478
05-04-2021,2923,2984.25,2799.949951,2810.550049,2768.312256,62420
06-04-2021,2884.949951,2944,2821,2858.149902,2815.197021,18510
07-04-2021,2865,2920.300049,2840.949951,2913.850098,2870.060059,12514
08-04-2021,2965,3149.800049,2947.550049,3015.100098,2969.788574,90084
09-04-2021,3040,3040,2959.899902,2990.699951,2945.755127,20554
12-04-2021,2988.899902,2988.899902,2805.550049,2815.800049,2773.483643,24680
13-04-2021,2802,2921.550049,2800,2837.850098,2795.202393,31512
15-04-2021,2852,2900.050049,2805,2882.600098,2839.279785,12432
16-04-2021,2889,2944.600098,2870.100098,2880.25,2836.964844,14455
19-04-2021,2814.399902,2920,2725,2901.449951,2857.846191,25595
20-04-2021,2928.949951,2967.600098,2831,2859,2816.034424,43196
22-04-2021,2864,2899.75,2806,2858.800049,2815.837402,22807
23-04-2021,2858.800049,2871.899902,2755.550049,2804.449951,2762.303955,65020
26-04-2021,2819.199951,2840,2750,2783.699951,2741.865967,131675
27-04-2021,2772,2824.449951,2757.149902,2792.699951,2750.730469,34547
28-04-2021,2800.699951,2833,2770,2789.050049,2747.135498,118508
29-04-2021,2820,2838.600098,2785,2792.300049,2750.33667,8324
30-04-2021,2752.300049,2820,2752.300049,2806.399902,2764.224609,12683
03-05-2021,2818,2818,2726.399902,2784.25,2742.407471,140057
04-05-2021,2805,2830,2755,2788.550049,2746.643066,63664
05-05-2021,2775,2798.149902,2770,2775.149902,2733.444092,15632
06-05-2021,2775.199951,2790,2749,2778.350098,2736.596436,60978
07-05-2021,2788,2815.899902,2772,2779.550049,2737.778564,107682
10-05-2021,2794.199951,2810,2780,2798.550049,2756.492676,24366
11-05-2021,2785,2792.5,2755.100098,2776.699951,2734.970947,98407
12-05-2021,2808,2808,2760.050049,2776.25,2734.527832,16170
14-05-2021,2790.899902,2815.100098,2750.600098,2760.050049,2718.571289,95213
17-05-2021,2750,2800,2745,2754.149902,2712.76001,87706
18-05-2021,2768.600098,2848,2746.399902,2807.850098,2765.653076,47850
19-05-2021,2849.949951,2915,2820.550049,2846.199951,2803.426758,69240
20-05-2021,2840,2924.949951,2835.050049,2902.800049,2859.176025,26938
21-05-2021,2949.949951,2975,2902,2916.25,2872.424072,109207
24-05-2021,2960,2960,2897.350098,2927.300049,2883.307861,25785
25-05-2021,2925.5,2938,2836.75,2867.899902,2824.800293,25619
26-05-2021,2883,2937.949951,2840.050049,2869.550049,2826.425781,20088
27-05-2021,2885,2922.300049,2768,2805.350098,2763.19043,65415
28-05-2021,2810,2835.100098,2786.050049,2808.199951,2765.997803,20284
31-05-2021,2854,2867.850098,2821.899902,2849.449951,2806.62793,24642
01-06-2021,2859,2864.399902,2830,2845.699951,2802.934082,13963
02-06-2021,2845.699951,2868.899902,2822.800049,2846.199951,2803.426758,46769
03-06-2021,2860.449951,2872.699951,2820.100098,2843.800049,2801.062744,34546
04-06-2021,2858.800049,2872,2830.550049,2838.449951,2795.792725,130171
07-06-2021,2840,2900,2834.050049,2871.25,2828.100098,77165
08-06-2021,2899.699951,2899.699951,2865.899902,2880.399902,2837.112549,42939
09-06-2021,2915,2915,2843.699951,2863.300049,2820.269775,102409
10-06-2021,2900,2915,2838.600098,2859.899902,2816.920654,77812
11-06-2021,2880,2883.850098,2835,2850.5,2807.662109,103914
14-06-2021,2800,2829.649902,2701,2813.350098,2771.070313,82646
15-06-2021,2829,2830.050049,2758.399902,2789.75,2747.824951,217222
16-06-2021,2765,2814.350098,2765,2768.75,2727.140625,61603
17-06-2021,2765,2840,2765,2808.550049,2766.342285,106818
18-06-2021,2808.550049,2865,2808,2824.5,2782.052734,173965
21-06-2021,2824.5,2856,2800.550049,2812.5,2770.233154,42790
22-06-2021,2844,2844.399902,2805.050049,2810.649902,2768.410889,67136
23-06-2021,2820,2860,2810.100098,2818.100098,2775.748779,55002
24-06-2021,2820,2858,2820,2848.949951,2806.135254,43916
25-06-2021,2850,2863.899902,2815.800049,2854.899902,2811.99585,64398
28-06-2021,2854.899902,2897.050049,2816.600098,2867.649902,2824.554199,39774
29-06-2021,2882,2882,2831.399902,2853.300049,2810.419922,19785
30-06-2021,2854,2885,2845,2851.5,2808.647217,31204
01-07-2021,2865.800049,2875,2805.649902,2853.800049,2810.912354,33807
02-07-2021,2874,2910,2832.850098,2865.199951,2822.141113,114553
05-07-2021,2890,2890,2825,2848.550049,2805.741211,114339
06-07-2021,2880,3114,2855,3019.199951,2973.82666,392484
07-07-2021,3042,3107.600098,3000,3044.550049,2998.795898,134418
08-07-2021,3060.600098,3099.949951,3025,3040.050049,2994.363281,62864
09-07-2021,3050,3079,3012,3072.949951,3026.769043,65347
12-07-2021,3100,3289,3085.050049,3238.75,3190.077393,239742
13-07-2021,3238.75,3288.949951,3191.100098,3220.550049,3172.150635,94583
14-07-2021,3229.800049,3239,3184.449951,3218.649902,3170.279297,40479
15-07-2021,3218,3258.399902,3198,3219.350098,3170.968994,31270
16-07-2021,3195,3249,3130.449951,3158.550049,3111.082764,31298
19-07-2021,3158.550049,3220,3140,3186.399902,3138.513916,39839
20-07-2021,3210,3238,3120,3160.449951,3112.953857,98639
22-07-2021,3160,3238,3131.399902,3146,3098.721191,40407
23-07-2021,3161.75,3197.449951,3060,3077.399902,3031.1521,31602
26-07-2021,3100,3144.949951,3078.449951,3113.800049,3067.005127,25678
27-07-2021,3130,3173.550049,2990,3032.550049,2986.976074,72922
28-07-2021,3019.949951,3067.899902,2985,3038.550049,2992.885986,27527
29-07-2021,3050,3212,3041,3178.399902,3130.634033,117514
30-07-2021,3200,3300,3181.100098,3259.149902,3210.170654,73392
02-08-2021,3280,3302,3213.100098,3250.5,3201.650635,52748
03-08-2021,3226,3275,3226,3266.199951,3232.029541,26343
04-08-2021,3266,3437.600098,3192,3349.199951,3314.161133,175804
05-08-2021,3371,3425.399902,3341.649902,3363.149902,3327.965088,99002
06-08-2021,3349.199951,3366,3340.949951,3358.199951,3323.066895,35308
09-08-2021,3358.199951,3699.899902,3350,3507.699951,3471.00293,324516
10-08-2021,3507.699951,3507.699951,3312.699951,3345,3310.004883,47648
11-08-2021,3347,3367.449951,3163.050049,3221.100098,3187.401367,44424
12-08-2021,3219.899902,3244,3055.550049,3124.25,3091.564453,66017
13-08-2021,3117.899902,3132.350098,3089.699951,3110.050049,3077.513184,54307
16-08-2021,3141,3159.899902,3071.25,3115.5,3082.906006,60728
17-08-2021,3120,3218,3112.199951,3191.850098,3158.45752,70588
18-08-2021,3192,3284.050049,3120.100098,3161.899902,3128.820557,80279
20-08-2021,3140,3169.149902,3091.600098,3113.149902,3080.580566,27414
23-08-2021,3116,3164.350098,3005.550049,3030.350098,2998.646973,127085
24-08-2021,3031,3085,3031,3051.350098,3019.427246,254204
25-08-2021,3079.199951,3196,3072.949951,3165.300049,3132.185059,55358
26-08-2021,3180,3180,3130.399902,3154.449951,3121.44873,16561
27-08-2021,3170,3170,3120,3125.300049,3092.603516,16313
30-08-2021,3149.649902,3185.300049,3132.449951,3146.100098,3113.186035,11676
31-08-2021,3146.199951,3291.850098,3140,3271.399902,3237.174805,73462
01-09-2021,3329.899902,3410.050049,3319.649902,3392.399902,3356.908936,219393
02-09-2021,3440,3518,3430.149902,3464.550049,3428.304199,95586
03-09-2021,3509.949951,3540,3430,3499.850098,3463.235107,100380
06-09-2021,3499.850098,3589.949951,3478.850098,3558.5,3521.271484,62129
07-09-2021,3540,3598,3527.949951,3545.100098,3508.011719,49874
08-09-2021,3575,3575,3439,3478,3441.613525,55560
09-09-2021,3513.600098,3528.149902,3460,3498.5,3461.89917,35955
13-09-2021,3470,3515.949951,3450,3472.949951,3436.616455,19765
14-09-2021,3492,3516.550049,3381,3391.899902,3356.414307,51215
15-09-2021,3412,3438.300049,3380,3395.25,3359.729492,67810
16-09-2021,3412,3468.800049,3380,3441.050049,3405.050293,57908
17-09-2021,3467,3479.550049,3360.050049,3379.449951,3344.094482,74545
20-09-2021,3360,3369.5,3258.25,3275.050049,3240.786865,46912
21-09-2021,3274,3284,3131.300049,3229.100098,3195.317627,100245
22-09-2021,3257.149902,3289,3205.649902,3215.449951,3181.810303,30141
23-09-2021,3231.399902,3267,3185,3195.350098,3161.920654,32037
24-09-2021,3228,3238.850098,3120,3134.75,3101.95459,39573
27-09-2021,3151.199951,3190,3103.050049,3121.899902,3089.239014,47685
28-09-2021,3149.149902,3149.149902,3051,3092.649902,3060.294922,66216
29-09-2021,3089.25,3119.699951,3048.300049,3058.649902,3026.650635,76061
30-09-2021,3095,3224.600098,3082,3107.75,3075.237305,138864
01-10-2021,3098,3219.699951,3090,3208.5,3174.933105,233748
04-10-2021,3216,3400,3215,3309.300049,3274.678467,129584
05-10-2021,3349,3396.300049,3296.800049,3342.25,3307.283936,169274
06-10-2021,3358,3459.850098,3315,3349.149902,3314.111572,160243
07-10-2021,3370,3436.5,3357.100098,3412,3376.303955,60764
08-10-2021,3420,3459,3380.100098,3395.5,3359.976807,73285
11-10-2021,3412,3593.899902,3370,3448.149902,3412.075684,182847
12-10-2021,3440,3485,3366.399902,3423.100098,3387.288086,64829
13-10-2021,3458.850098,3463.600098,3355,3364.5,3329.30127,80653
14-10-2021,3364.5,3511.899902,3364.5,3456,3419.84375,138210
18-10-2021,3425.550049,3514.949951,3422.600098,3451.050049,3414.945801,79046
19-10-2021,3480,3483.699951,3278.350098,3334.050049,3299.169678,178743
20-10-2021,3303.699951,3334.949951,3185,3213.149902,3179.534424,134972
21-10-2021,3230,3263.699951,3146.050049,3246.949951,3212.980713,91027
22-10-2021,3249,3260,3150.149902,3175.050049,3141.833008,58821
25-10-2021,3175.050049,3180,3011,3103.100098,3070.635986,95117
26-10-2021,3132.899902,3198.949951,3069.699951,3157.800049,3124.763672,92457
27-10-2021,3173.399902,3250,3156,3182.649902,3149.353271,96690
28-10-2021,3208,3250,3161.350098,3207.949951,3174.388916,226308
29-10-2021,3205.149902,3348.800049,3130.800049,3315.75,3281.061035,58259
01-11-2021,3334.800049,3427.949951,3287.649902,3390.449951,3354.979492,82817
02-11-2021,3419.449951,3499.649902,3371.050049,3466.899902,3430.629639,88968
03-11-2021,3474.149902,3525.25,3401,3511.149902,3474.416748,54392
04-11-2021,3505.850098,3534.899902,3433.75,3507.100098,3470.40918,20976
08-11-2021,3510,3838,3485.149902,3782.800049,3743.224854,421944
09-11-2021,3750,3774.649902,3631.350098,3654.949951,3616.712402,182140
10-11-2021,3630.699951,3686.399902,3571.100098,3594.149902,3556.54834,99181
11-11-2021,3612.600098,3628,3545,3596.050049,3558.428711,65204
12-11-2021,3628,3708.149902,3566.100098,3677.449951,3638.977051,103002
15-11-2021,3626,3665,3430,3517.899902,3481.095947,234154
16-11-2021,3521,3600,3475.850098,3518.199951,3481.393066,91697
17-11-2021,3518.600098,3637.649902,3475,3560.699951,3523.448242,171819
18-11-2021,3550,3593,3422.300049,3513.550049,3476.791748,147818
22-11-2021,3470,3510,3297.949951,3376.850098,3341.521973,77106
23-11-2021,3369,3459.899902,3300,3429.800049,3393.917969,67621
24-11-2021,3450,3470,3353.649902,3374.850098,3339.542725,35162
25-11-2021,3374.850098,3412.949951,3331.5,3354.100098,3319.01001,32557
26-11-2021,3343,3370,3230,3242.800049,3208.874268,37485
29-11-2021,3211.149902,3239.949951,3132.100098,3183.949951,3150.639893,106169
30-11-2021,3151.199951,3284.449951,3151.199951,3234.949951,3201.106201,74084
01-12-2021,3264,3280,3200,3264.149902,3230.000732,46955
02-12-2021,3295.100098,3365,3181.899902,3333.399902,3298.526367,57780
03-12-2021,3360,3384.899902,3306.25,3328.199951,3293.380859,58728
06-12-2021,3354.75,3354.75,3250,3281.5,3247.169434,67684
07-12-2021,3308.050049,3372.550049,3257,3361.199951,3326.0354,62530
08-12-2021,3365,3438.100098,3362,3407.199951,3371.554199,90761
09-12-2021,3407,3449,3375.050049,3399.850098,3364.28125,34385
10-12-2021,3410,3435,3322,3416.75,3381.004395,145755
13-12-2021,3461.75,3599.899902,3397.350098,3409.399902,3373.731201,47986
14-12-2021,3406.050049,3565.050049,3381.149902,3480,3443.592773,73427
15-12-2021,3474.850098,3498.25,3457.300049,3471.800049,3435.478516,36287
16-12-2021,3478,3625,3419.399902,3570.850098,3533.492432,212305
17-12-2021,3541,3550,3426.449951,3462,3425.781006,89953
20-12-2021,3462,3462,3275,3309.399902,3274.777344,65126
21-12-2021,3316,3470,3302.399902,3453.899902,3417.765625,43405
22-12-2021,3430,3539.899902,3401,3527.25,3490.348389,114602
23-12-2021,3524.550049,3551.050049,3453.399902,3494.449951,3457.891357,106542
24-12-2021,3529,3529,3424.149902,3437.75,3401.784668,23924
27-12-2021,3418,3488,3363.600098,3378.949951,3343.599609,37541
28-12-2021,3351.300049,3432,3351.300049,3374.199951,3338.899658,46877
29-12-2021,3373,3395,3166.199951,3202,3168.500977,321992
30-12-2021,3219.899902,3330,3179.100098,3307.050049,3272.452148,343912
31-12-2021,3307.050049,3410,3297.050049,3398.850098,3363.291748,130364
03-01-2022,3369,3540.949951,3369,3523.100098,3486.241943,145293
04-01-2022,3520,3558,3490.449951,3526.149902,3489.26001,182486
05-01-2022,3495,3575,3467.25,3484.600098,3448.144531,91175
06-01-2022,3494.949951,3497.800049,3379.100098,3461.649902,3425.43457,90836
07-01-2022,3450,3562,3400.050049,3533.899902,3496.928711,204104
10-01-2022,3513,3659.25,3513,3559.899902,3522.656494,126626
11-01-2022,3545,3581.949951,3483,3489.899902,3453.38916,45920
12-01-2022,3510.300049,3546.899902,3425.449951,3516.800049,3480.007813,65889
13-01-2022,3535.300049,3563.75,3481,3489.399902,3452.894287,39614
14-01-2022,3485,3539.949951,3465,3492.100098,3455.566162,49048
17-01-2022,3493,3646.449951,3493,3600,3562.337158,138787
18-01-2022,3599.949951,3607.5,3430.5,3449.399902,3413.312744,63733
19-01-2022,3448,3492,3356.399902,3438.399902,3402.427734,58320
20-01-2022,3407.100098,3479,3407.100098,3456.75,3420.585938,30948
21-01-2022,3429,3456.699951,3380,3397.899902,3362.351563,40339
24-01-2022,3417.649902,3420,3241,3285.149902,3250.781006,106942
25-01-2022,3261,3392.649902,3197.100098,3370.899902,3335.633789,108446
27-01-2022,3360,3366,3200,3231.800049,3197.989258,71426
28-01-2022,3250,3359.949951,3222.25,3251.449951,3217.433838,59782
31-01-2022,3282,3343.850098,3256.399902,3307.949951,3273.342773,70875
01-02-2022,3349.899902,3381.800049,3315.050049,3358.850098,3323.710449,51408
02-02-2022,3387,3447.5,3102,3404.949951,3369.327881,70164
03-02-2022,3385,3421.600098,3316.649902,3348.550049,3313.518066,36291
04-02-2022,3346.949951,3387.100098,3318.25,3337.550049,3302.633057,38682
07-02-2022,3285.550049,3379.949951,3240.050049,3329.800049,3294.964111,88072
08-02-2022,3348.949951,3356.949951,3258,3305.800049,3271.215332,41517
09-02-2022,3341.100098,3341.100098,3270.850098,3298.449951,3263.942139,44152
10-02-2022,3310,3326.899902,3275,3294.800049,3260.330322,30151
11-02-2022,3285,3294.149902,3145.050049,3196.350098,3162.910156,105629
14-02-2022,3159.850098,3174.399902,3040,3063,3030.955322,135346
15-02-2022,3065,3200,3042.100098,3149.800049,3116.847412,58961
16-02-2022,3190,3191.149902,3017.050049,3081.449951,3049.212158,99012
17-02-2022,3115.300049,3115.300049,3004.050049,3043.850098,3012.005859,61450
18-02-2022,3043.850098,3073.100098,2940.25,2978,2946.844482,92683
21-02-2022,2960,2960,2884.149902,2911.100098,2880.644531,95794
22-02-2022,2839.800049,2955,2804.149902,2911.050049,2880.594971,98609
23-02-2022,2911,2964.350098,2905.25,2913.149902,2882.672852,81287
24-02-2022,2885,2885,2755.25,2786.949951,2757.793457,178719
25-02-2022,2806,2999,2750,2793.100098,2763.878906,110031
28-02-2022,2810,2859.850098,2711,2846.800049,2817.017334,73208
02-03-2022,2846.800049,2860,2758,2779.899902,2750.816895,49707
03-03-2022,2818.800049,2822.550049,2643.050049,2675.949951,2647.954346,129602
04-03-2022,2675.949951,2734.600098,2594.75,2639.649902,2612.03418,147050
07-03-2022,2580,2580,2305,2336.899902,2312.45166,446952
08-03-2022,2365,2394.199951,2165.550049,2189.149902,2166.247314,688464
09-03-2022,2217,2286.449951,2139.050049,2257.550049,2233.931885,789620
10-03-2022,2345,2448.800049,2269.800049,2293.050049,2269.060303,583932
11-03-2022,2298.399902,2340.949951,2275,2296.100098,2272.078613,253619
14-03-2022,2300,2324.399902,2250.550049,2276.699951,2252.881348,119807
15-03-2022,2287.800049,2378.949951,2273.350098,2303.199951,2279.104248,351325
16-03-2022,2349,2510.449951,2325,2486.399902,2460.387695,629933
17-03-2022,2548,2554.550049,2500.100098,2515,2488.688477,337392
21-03-2022,2543.5,2563.899902,2435,2452.149902,2426.49585,269708
22-03-2022,2459.899902,2459.899902,2332.050049,2382.899902,2357.970459,436710
23-03-2022,2394.050049,2413.850098,2310,2328.399902,2304.040527,266411
24-03-2022,2325,2358.800049,2290,2310.550049,2286.377441,150235
25-03-2022,2331.399902,2340.25,2270,2280.949951,2257.086914,216333
28-03-2022,2289.949951,2303,2191.949951,2253,2229.429443,270885
29-03-2022,2272.25,2403.949951,2260.399902,2372.699951,2347.877197,633903
30-03-2022,2407.899902,2454.449951,2386.800049,2428.649902,2403.241699,274394
31-03-2022,2430,2465.600098,2417.350098,2431.300049,2405.864014,168452
01-04-2022,2438,2544.449951,2422.550049,2532.5,2506.005371,260626
04-04-2022,2511.25,2584.699951,2508,2560.100098,2533.31665,133232
05-04-2022,2585.699951,2741.199951,2576.600098,2706.449951,2678.135498,547079
06-04-2022,2674.399902,2772.699951,2642.100098,2709.300049,2680.955811,327519
07-04-2022,2674.399902,2798,2674.399902,2747.850098,2719.102295,283758
08-04-2022,2773.699951,2828,2738.649902,2797.899902,2768.628662,180649
11-04-2022,2806,2850,2769.899902,2786.649902,2757.496338,269009
12-04-2022,2793,2793,2668.899902,2753.899902,2725.089111,307699
13-04-2022,2760,2808.75,2751.899902,2795.850098,2766.600342,167234
18-04-2022,2755.899902,2778.800049,2700,2726.449951,2697.92627,111693
19-04-2022,2750,2833.050049,2674.649902,2709.899902,2681.549316,152913
20-04-2022,2695,2771,2678.399902,2692.800049,2664.628418,216459
21-04-2022,2707.800049,2759.149902,2703.75,2714.800049,2686.398193,138843
22-04-2022,2712,2735.899902,2635.25,2648.050049,2620.34668,88485
25-04-2022,2644.949951,2644.949951,2492.050049,2556.350098,2529.605957,181575
26-04-2022,2594.949951,2660,2560.75,2601.899902,2574.679199,166725
27-04-2022,2601.899902,2605.050049,2551,2569.800049,2542.915283,79387
28-04-2022,2620,2685,2520.050049,2650,2622.276123,202687
29-04-2022,2687,2698.800049,2627.100098,2647.100098,2619.406494,114003
02-05-2022,2600,2647.149902,2557.5,2588.550049,2561.468994,92319
04-05-2022,2619.050049,2619.050049,2447.100098,2490.050049,2463.999512,111378
05-05-2022,2521.800049,2590,2474,2488.350098,2462.317383,63025
06-05-2022,2445,2500,2390,2428.100098,2402.69751,123870
09-05-2022,2403,2420,2368.550049,2388.899902,2363.907471,66291
10-05-2022,2387,2400.800049,2322.850098,2337.899902,2313.441162,82054
11-05-2022,2354.800049,2360.850098,2277.899902,2340.850098,2316.360352,120652
12-05-2022,2340.850098,2350,2280,2334.899902,2310.472412,50220
13-05-2022,2338,2356.949951,2265.050049,2302.899902,2278.807373,84589
16-05-2022,2329.800049,2399.949951,2283.050049,2390.850098,2365.837158,76036
17-05-2022,2405,2429,2325.399902,2394.149902,2369.102539,82419
18-05-2022,2409,2450,2374.550049,2380.850098,2355.941895,68315
19-05-2022,2345,2363.449951,2301,2322.949951,2298.647461,60062
20-05-2022,2340,2475.649902,2340,2449.149902,2423.527344,166921
23-05-2022,2470,2482.800049,2394,2436.350098,2410.861328,113002
24-05-2022,2450,2502.550049,2340.100098,2374.199951,2349.361572,119134
25-05-2022,2395.600098,2399.850098,2299.949951,2320.949951,2296.668457,84045
26-05-2022,2332.899902,2377.850098,2195.050049,2362.550049,2337.833252,147167
27-05-2022,2386.899902,2390.949951,2322.100098,2341.699951,2317.201416,47602
30-05-2022,2349.699951,2440,2345,2425,2399.630127,76953
31-05-2022,2424.949951,2424.949951,2366.300049,2382.25,2357.327393,69400
01-06-2022,2358.050049,2443.850098,2355.199951,2371.800049,2346.986572,119607
02-06-2022,2379.699951,2386.050049,2311.199951,2342.100098,2317.597412,111970
03-06-2022,2351.199951,2355.050049,2130,2144.949951,2122.509766,648720
06-06-2022,2145.699951,2148,2072.050049,2086.5,2064.671387,378373
07-06-2022,2084.550049,2098.75,2045,2077.100098,2055.369873,276877
08-06-2022,2099.949951,2177,2080.149902,2109.949951,2087.875977,338553
09-06-2022,2125,2138,2081.75,2132,2109.695313,108939
10-06-2022,2102.100098,2163,2082.100098,2150.449951,2127.952393,155295
13-06-2022,2120.449951,2120.449951,2063.449951,2104.350098,2082.334717,72221
14-06-2022,2070,2150,2065,2136.949951,2114.593506,116025
15-06-2022,2140,2195,2105.199951,2121.649902,2099.453369,113771
